chunk_id,header,text,char_length,word_count,token_count,has_header,section_index,source_file,processed_date,section_depth
27,,"sigurnosti. sigurnosnu politiku razrađuje izvrsna vlast bosne i hercegovine koja ima sposobnost da koordinira primjenu obavjestajnosigurnosnih, vojnih, ekonomskih, diplomatskih, tehnoloskih, informacijskih i ostalih resursa radi postizanja sigurnosnih ciljeva. pored osnovnih vrijednosti, koje su zbog z",303,35,130,False,3,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,0
28,,"##nacaja za ukupnu sigurnost bosne i hercegovine posebno istaknute, dokument također procjenjuje sigurnosno okruzenje, rizike i prijetnje, te definise principe, interese i ciljeve koje bosna i hercegovina zeli ostvariti u oblasti sigurnosti. bosna i hercegovina ce nastaviti izgrađivati povoljno stanje sigurnosti u ko",318,43,133,False,3,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
29,,"##jem ce biti osigurane osnovne vrijednosti koje proisticu iz ustava bih, a to su : drzavni kontinuitet, suverenitet, politicka nezavisnost, teritorijalni integritet i međunarodni subjektivitet, ljudska prava i osnovne slobode njenih građana po međunarodnim standardima, razvoj parlamentarne demokratije i slobodnih",315,40,131,False,3,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
30,,"demokratskih izbora, vladavina prava, nacionalna ravnopravnost i pomirenje naroda, stabilan ekonomski razvoj u uvjetima slobode kretanja robe, usluga i kapitala, socijalna pravda i sigurnost, prirodno i kulturno bogatstvo, zdravstvena zastita njenih stanovnika, zdravi i stabilni ekoloski uvjeti za zivot covjeka i ra",317,42,130,False,3,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,0
31,,"##zvoj međunarodne regionalne saradnje. sigurnosna politika, kao dio drzavne politike, je organizovano provođenje mjera i aktivnosti na uspjesnoj i dugotrajnoj zastiti navedenih i drugih vrijednosti bosne i hercegovine, uz optimalno koristenje svih resursa koji joj stoje na raspolaganju. dosljednim ispunjavanje",312,40,132,False,3,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
32,,"##m preuzetih međunarodnih obaveza i aktivnom saradnjom na međunarodnom planu, bosna i hercegovina ce pokazati da je pouzdan partner, sposoban da ucestvuje u naporima zajednice demokratskih zemalja, usmjerenim ka postizanju trajnog mira i stabilnosti u evroatlantskom sigurnosnom prostoru. opredijeljena za intenzivnu sarad",323,42,132,False,3,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
33,,"##nju i integracije na politickom, ekonomskom i sigurnosnom planu, u okviru regionalnih, evropskih i evroatlantskih struktura, bosna i hercegovina ce dati svoj doprinos daljoj izgradnji demokratske, miroljubive i stabilne evrope i svjetskog mira u cjelini. sigurnosna politika, na osnovu identifikovanih izazova sa",314,42,132,False,3,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
34,,"kojima se drzava suocava, definise sigurnosne ciljeve i, primjenom svih elemenata moci bosne i hercegovine, ostvaruje mir, sigurnost i prosperitet svih njenih građana. na osnovu clana 12. stav 1. tacka o ) zakona o odbrani bosne i hercegovine ( “ sluzbeni _ glasnik bih ”, broj : 88 / 05 ), predsjednist",303,52,130,False,3,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,0
35,,"##vo bosne i hercegovine, na 85. sjednici, odrzanoj _ 8. februara 2006. godine, usvojilo je",91,15,43,False,3,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
36,"# sigurnosnu politiku bosne i hercegovine * * i uvod * * sigurnosna politika bosne i hercegovine ( u daljem tekstu : sigurnosna politika ) je dokument koji definise dugorocnu i koherentnu strategiju, koja daje okvir i smjernice za izgradnju sistema, strukture i svih mehanizama neophodnih za efikasno djelovanje sektora","# # sigurnosnu politiku bosne i hercegovine * * i uvod * * sigurnosna politika bosne i hercegovine ( u daljem tekstu : sigurnosna politika ) je dokument koji definise dugorocnu i koherentnu strategiju, koja daje okvir i smjernice za izgradnju sistema, strukture i svih mehanizama neophodnih za efikasno djelovanje sektora",321,51,130,True,4,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,1
37,,"sigurnosti. sigurnosnu politiku razrađuje izvrsna vlast bosne i hercegovine koja ima sposobnost da koordinira primjenu obavjestajnosigurnosnih, vojnih, ekonomskih, diplomatskih, tehnoloskih, informacijskih i ostalih resursa radi postizanja sigurnosnih ciljeva. pored osnovnih vrijednosti, koje su zbog z",303,35,130,False,4,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,0
38,,"##nacaja za ukupnu sigurnost bosne i hercegovine posebno istaknute, dokument također procjenjuje sigurnosno okruzenje, rizike i prijetnje, te definise principe, interese i ciljeve koje bosna i hercegovina zeli ostvariti u oblasti sigurnosti. bosna i hercegovina ce nastaviti izgrađivati povoljno stanje sigurnosti u ko",318,43,133,False,4,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
39,,"##jem ce biti osigurane osnovne vrijednosti koje proisticu iz ustava bih, a to su : drzavni kontinuitet, suverenitet, politicka nezavisnost, teritorijalni integritet i međunarodni subjektivitet, ljudska prava i osnovne slobode njenih građana po međunarodnim standardima, razvoj parlamentarne demokratije i slobodnih",315,40,131,False,4,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
40,,"demokratskih izbora, vladavina prava, nacionalna ravnopravnost i pomirenje naroda, stabilan ekonomski razvoj u uvjetima slobode kretanja robe, usluga i kapitala, socijalna pravda i sigurnost, prirodno i kulturno bogatstvo, zdravstvena zastita njenih stanovnika, zdravi i stabilni ekoloski uvjeti za zivot covjeka i ra",317,42,130,False,4,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,0
41,,"##zvoj međunarodne regionalne saradnje. sigurnosna politika, kao dio drzavne politike, je organizovano provođenje mjera i aktivnosti na uspjesnoj i dugotrajnoj zastiti navedenih i drugih vrijednosti bosne i hercegovine, uz optimalno koristenje svih resursa koji joj stoje na raspolaganju. dosljednim ispunjavanje",312,40,132,False,4,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
42,,"##m preuzetih međunarodnih obaveza i aktivnom saradnjom na međunarodnom planu, bosna i hercegovina ce pokazati da je pouzdan partner, sposoban da ucestvuje u naporima zajednice demokratskih zemalja, usmjerenim ka postizanju trajnog mira i stabilnosti u evroatlantskom sigurnosnom prostoru. opredijeljena za intenzivnu sarad",323,42,132,False,4,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
43,,"##nju i integracije na politickom, ekonomskom i sigurnosnom planu, u okviru regionalnih, evropskih i evroatlantskih struktura, bosna i hercegovina ce dati svoj doprinos daljoj izgradnji demokratske, miroljubive i stabilne evrope i svjetskog mira u cjelini. sigurnosna politika, na osnovu identifikovanih izazova sa",314,42,132,False,4,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
44,,"kojima se drzava suocava, definise sigurnosne ciljeve i, primjenom svih elemenata moci bosne i hercegovine, ostvaruje mir, sigurnost i prosperitet svih njenih građana. - - - - - ostvarivanje ciljeva sigurnosne politike zasnovano je na jasno određenim principima, koji su istovremeno i osnov za djelovanje i unut",311,47,130,False,4,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,0
45,,"##rasnje organizovanje svih organa i institucija sistema sigurnosti, kao i drugih subjekata drustva koji na određen nacin participiraju u izgradnji i ostvarivanju njenih ciljeva. sigurnosna politika je zasnovana na slijedecim principima : * * princip pravne uređenosti * * sigurnosna politika, kao specificno podrucje drustven",326,45,132,False,4,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
46,,"##og djelovanja, zasnovana je na ustavnim i zakonskim odredbama i normama međunarodnog prava, kao i na pravima i obavezama koje proisticu iz međunarodnih dokumenata koje je bosna i hercegovina prihvatila u ovoj oblasti. to podrazumijeva da pravna uređenost sigurnosnog koncepta mora biti primjerena objektivnim potrebama i",322,46,132,False,4,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
47,,"postavljenim sigurnosnim ciljevima nesmetanog razvoja demokratskog drustva. * * princip nedjeljivosti sigurnosti * * nedjeljivost sigurnosti u savremenom svijetu ukazuje da nivo sigurnosti u okruzenju i sire nuzno utice na sigurnost u bosni i hercegovini, i obratno. ovakvi interaktivni odnosi u oblasti si",306,43,130,False,4,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,0
48,,"##gurnosti u svijetu obavezuju sve drzave, pa time i bih, da preuzme odgovornost u odrzavanju unutrasnje i vanjske sigurnosti i da u granicama svojih kapaciteta, kroz saradnju i partnerstvo sa drugim subjektima međunarodnih odnosa, aktivno doprinosi ukupnoj sigurnosti. * * princip sveobuhvatnosti u zastiti",307,44,132,False,4,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
49,,"vitalnih vrijednosti * * uzimajuci u obzir kompleksnost i međuzavisnost savremenih rizika i prijetnji, bosna i hercegovina ce osigurati koordinaciju aktivnosti postojecih, a gdje je potrebno ustanoviti i odgovarajuce nove mehanizme unutar sistema sigurnosti, s ciljem pruzanja sveobuhvatne i aktivne",299,40,130,False,4,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,0
50,,zastite njenih drustvenih vrijednosti i interesa. u fazi je reforme sistema sigurnosti i drugih politickih tijela koja ce koordinirati i nadzirati rad institucija koje ucestvuju u funkcionisanju tog sistema. * * princip miroljubivosti i partnerstva * * bosna i hercegovina je cvrsto uvjerena u mogucnost rjesavanja svih otvorenih,329,48,130,False,4,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,0
51,,"pitanja politickim i pravnim sredstvima. nema teritorijalnih pretenzija prema susjednim i drugim drzavama, niti susjedne i druge drzave dozivljava kao neprijateljske i kao mogucu prijetnju svom teritorijalnom integritetu i suverenitetu. zbog toga je od posebnog znacaja dalje razvijanje dobrosusjedskih o",304,40,130,False,4,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,0
52,,"##dnosa zasnovanih na principima jednakosti i saradnje. * * princip transparentnosti * * s ciljem ostvarivanja demokratske kontrole u oblasti sigurnosti, osigurat ce se odgovarajuca transparentnost aktivnosti nadleznih drzavnih institucija, u skladu sa standardima koji se primjenjuju u razvijenim demokratskim drzavama. to podrazumi",333,43,132,False,4,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
53,,##jeva jedinstveno upravljanje i kreiranje daljeg razvoja sigurnosnog sistema i aktivno,87,11,41,False,4,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
54,"# ii principi sigurnosne politike ostvarivanje ciljeva sigurnosne politike zasnovano je na jasno određenim principima, koji su istovremeno i osnov za djelovanje i unutrasnje organizovanje svih organa i institucija sistema sigurnosti, kao i drugih subjekata drustva koji na određen nacin participiraju u izgradnji i ostvari","# # ii principi sigurnosne politike ostvarivanje ciljeva sigurnosne politike zasnovano je na jasno određenim principima, koji su istovremeno i osnov za djelovanje i unutrasnje organizovanje svih organa i institucija sistema sigurnosti, kao i drugih subjekata drustva koji na određen nacin participiraju u izgradnji i ostvari",324,46,130,True,5,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,1
55,,"##vanju njenih ciljeva. sigurnosna politika je zasnovana na slijedecim principima : * * princip pravne uređenosti * * sigurnosna politika, kao specificno podrucje drustvenog djelovanja, zasnovana je na ustavnim i zakonskim odredbama i normama međunarodnog prava, kao i na pravima i obavezama koje proisticu iz međunarodni",321,46,132,False,5,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
56,,##h dokumenata koje je bosna i hercegovina prihvatila u ovoj oblasti. to podrazumijeva da pravna uređenost sigurnosnog koncepta mora biti primjerena objektivnim potrebama i postavljenim sigurnosnim ciljevima nesmetanog razvoja demokratskog drustva. * * princip nedjeljivosti sigurnosti * * nedjeljivost sigurnosti u sa,318,42,132,False,5,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
57,,"##vremenom svijetu ukazuje da nivo sigurnosti u okruzenju i sire nuzno utice na sigurnost u bosni i hercegovini, i obratno. ovakvi interaktivni odnosi u oblasti sigurnosti u svijetu obavezuju sve drzave, pa time i bih, da preuzme odgovornost u odrzavanju unutrasnje i vanjske sigurnosti i da u granicama svoj",308,49,133,False,5,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
58,,"##ih kapaciteta, kroz saradnju i partnerstvo sa drugim subjektima međunarodnih odnosa, aktivno doprinosi ukupnoj sigurnosti. * * princip sveobuhvatnosti u zastiti vitalnih vrijednosti * * uzimajuci u obzir kompleksnost i međuzavisnost savremenih rizika i prijetnji, bosna i hercegovina ce osigurati koordina",307,41,133,False,5,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
59,,"##ciju aktivnosti postojecih, a gdje je potrebno ustanoviti i odgovarajuce nove mehanizme unutar sistema sigurnosti, s ciljem pruzanja sveobuhvatne i aktivne zastite njenih drustvenih vrijednosti i interesa. u fazi je reforme sistema sigurnosti i drugih politickih tijela koja ce koordinirati i nadzirati rad instituci",318,44,132,False,5,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
60,,"##ja koje ucestvuju u funkcionisanju tog sistema. * * princip miroljubivosti i partnerstva * * bosna i hercegovina je cvrsto uvjerena u mogucnost rjesavanja svih otvorenih pitanja politickim i pravnim sredstvima. nema teritorijalnih pretenzija prema susjednim i drugim drzavama, niti susjedne i druge drzave dozivl",314,45,132,False,5,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
61,,"##java kao neprijateljske i kao mogucu prijetnju svom teritorijalnom integritetu i suverenitetu. zbog toga je od posebnog znacaja dalje razvijanje dobrosusjedskih odnosa zasnovanih na principima jednakosti i saradnje. * * princip transparentnosti * * s ciljem ostvarivanja demokratske kontrole u oblasti sigurnosti, osig",320,43,131,False,5,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
62,,"##urat ce se odgovarajuca transparentnost aktivnosti nadleznih drzavnih institucija, u skladu sa standardima koji se primjenjuju u razvijenim demokratskim drzavama. to podrazumijeva jedinstveno upravljanje i kreiranje daljeg razvoja sigurnosnog sistema i aktivno - - - - - ostvarivanje nadzorne funkcije od strane parlamentar",325,43,132,False,5,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
63,,"##ne skupstine, predsjednistva i vijeca ministara bih nad zakonitoscu rada institucija koje cine taj sistem. * * princip otvorenosti za promjene * * kako je sigurnosni kontekst po sebi dinamican, sigurnosna politika ce biti otvorena za doradu, kreiranje i prilagođavanje. na ovo obavezuju moguce nagle i iznenadne prijetnje stan",328,49,132,False,5,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
64,,"##ju sigurnosti u zemlji, regionu i svijetu.",44,7,22,False,5,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
65,"# iii stanje sigurnosti * * a ) sigurnosno okruzenje * * bosna i hercegovina je smjestena u jugoistocnoj evropi i preko njene teritorije vode najkraci komunikacijski pravci koji povezuju prostor podunavlja sa srednjim jadranom. velicinom, nivoom drustvenog proizvoda, polozaja, komunikacijskim znacajem, te po os","# # iii stanje sigurnosti * * a ) sigurnosno okruzenje * * bosna i hercegovina je smjestena u jugoistocnoj evropi i preko njene teritorije vode najkraci komunikacijski pravci koji povezuju prostor podunavlja sa srednjim jadranom. velicinom, nivoom drustvenog proizvoda, polozaja, komunikacijskim znacajem, te po os",314,46,130,True,6,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,1
66,,"##novu raspolaganja strategijskim sirovinama i resursima bosna i hercegovina ima ogranicen uticaj u savremenom svijetu. međutim, ona je i dalje faktor uticaja na stabilnost jugoistocne evrope i evrope u cjelini, zbog cega ce njena unutrasnja i vanjska dinamika razvoja biti predmet evropske i sire međunarodne paznje i",318,47,132,False,6,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
67,,"u narednom periodu. proces globalizacije svjetskih odnosa rezultirao je brzim ekonomskim i drustvenim napretkom skoro svih zemalja svijeta. dinamika tih procesa i sve veca međuzavisnost u savremenom svijetu dovodi i do procesa koji, prema nacinu i nivou ispoljavanja, mogu predstavljati sigurnosne izazove i",307,43,130,False,6,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,0
68,,"prijetnje miru i stabilnosti drzava i ostvarivanju ljudskih prava pojedinaca i grupa. najizrazeniji izazovi takve vrste su međunarodni terorizam, organizovani kriminal, proliferacija bioloskog, hemijskog i nuklearnog oruzja, nelegalna trgovina raznim tehnologijama i narkoticima, ljudima i dr. neujednacen raz",309,38,130,False,6,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,0
69,,"##voj zemalja, nerijeseni problemi zdravlja, a narocito visok stepen siromastva i druge negativne pojave u svijetu, u sve vecoj mjeri postaju globalni izazovi, jer se istinsko rjesavanje ovih pojava odgađa, sto multiplicira probleme koji na kraju mogu imati nesagledive posljedice po covjecanstvo. pored lokal",309,44,132,False,6,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
70,,"##nih sukoba, ciji ishod je tesko predvidjeti sa aspekta trajanja i dalje eskalacije, u nekim dijelovima svijeta sve izrazeniji su procesi ispoljavanja nacionalnih, vjerskih, kulturnih i drugih identiteta koji u sebi nerijetko nose i retrogradna i ekstremisticka obiljezja, zbog cega postaju svojevrsni izazovi i prijetn",320,45,132,False,6,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
71,,##je lokalnog ili regionalnog karaktera. bosna i hercegovina i njeni susjedi su imali takvo iskustvo u bliskoj proslosti sa izuzetno teskim materijalnim i ljudskim posljedicama koje se i danas znacajno osjecaju. iz tog razloga jugoistocna evropa i dalje predstavlja najosjetljivije podrucje danasnje evrope,306,43,132,False,6,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
72,,". proces povratka izbjeglih i raseljenih lica iz bosne i hercegovine i susjednih zemalja je također svojevrsni izazov, cije se potpuno rjesavanje sporo odvija. zbog toga su neki lokaliteti u bosni i hercegovini, ali i u drugim zemljama jugoistocne evrope koje su bile zahvacene ratnim djelovan",293,46,130,False,6,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,0
73,,"##jima, vrlo nestabilni, jer na njima jos nije doslo do normalizacije zivota. demokratske promjene i opci progres u zemljama naseg regiona povecavaju nivo stabilnosti i doprinose razumijevanju i suzavanju prostora za eskalaciju sigurnosnih ostvarivanje nadzorne funkcije od strane parlamentarne skupstine, predsjednistva i vijeca ministara bi",342,45,133,False,6,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
74,,"##h nad zakonitoscu rada institucija koje cine taj sistem. * * princip otvorenosti za promjene * * kako je sigurnosni kontekst po sebi dinamican, sigurnosna politika ce biti otvorena za doradu, kreiranje i prilagođavanje. na ovo obavezuju moguce nagle i iznenadne prijetnje stanju sigurnosti u zemlji, regionu i svijetu.",320,49,131,False,6,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
75,"# iii stanje sigurnosti * * a ) sigurnosno okruzenje * * bosna i hercegovina je smjestena u jugoistocnoj evropi i preko njene teritorije vode najkraci komunikacijski pravci koji povezuju prostor podunavlja sa srednjim jadranom. velicinom, nivoom drustvenog proizvoda, polozaja, komunikacijskim znacajem, te po os","# # iii stanje sigurnosti * * a ) sigurnosno okruzenje * * bosna i hercegovina je smjestena u jugoistocnoj evropi i preko njene teritorije vode najkraci komunikacijski pravci koji povezuju prostor podunavlja sa srednjim jadranom. velicinom, nivoom drustvenog proizvoda, polozaja, komunikacijskim znacajem, te po os",314,46,130,True,7,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,1
76,,"##novu raspolaganja strategijskim sirovinama i resursima bosna i hercegovina ima ogranicen uticaj u savremenom svijetu. međutim, ona je i dalje faktor uticaja na stabilnost jugoistocne evrope i evrope u cjelini, zbog cega ce njena unutrasnja i vanjska dinamika razvoja biti predmet evropske i sire međunarodne paznje i",318,47,132,False,7,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
77,,"u narednom periodu. proces globalizacije svjetskih odnosa rezultirao je brzim ekonomskim i drustvenim napretkom skoro svih zemalja svijeta. dinamika tih procesa i sve veca međuzavisnost u savremenom svijetu dovodi i do procesa koji, prema nacinu i nivou ispoljavanja, mogu predstavljati sigurnosne izazove i",307,43,130,False,7,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,0
78,,"prijetnje miru i stabilnosti drzava i ostvarivanju ljudskih prava pojedinaca i grupa. najizrazeniji izazovi takve vrste su međunarodni terorizam, organizovani kriminal, proliferacija bioloskog, hemijskog i nuklearnog oruzja, nelegalna trgovina raznim tehnologijama i narkoticima, ljudima i dr. neujednacen raz",309,38,130,False,7,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,0
79,,"##voj zemalja, nerijeseni problemi zdravlja, a narocito visok stepen siromastva i druge negativne pojave u svijetu, u sve vecoj mjeri postaju globalni izazovi, jer se istinsko rjesavanje ovih pojava odgađa, sto multiplicira probleme koji na kraju mogu imati nesagledive posljedice po covjecanstvo. pored lokal",309,44,132,False,7,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
80,,"##nih sukoba, ciji ishod je tesko predvidjeti sa aspekta trajanja i dalje eskalacije, u nekim dijelovima svijeta sve izrazeniji su procesi ispoljavanja nacionalnih, vjerskih, kulturnih i drugih identiteta koji u sebi nerijetko nose i retrogradna i ekstremisticka obiljezja, zbog cega postaju svojevrsni izazovi i prijetn",320,45,132,False,7,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
81,,##je lokalnog ili regionalnog karaktera. bosna i hercegovina i njeni susjedi su imali takvo iskustvo u bliskoj proslosti sa izuzetno teskim materijalnim i ljudskim posljedicama koje se i danas znacajno osjecaju. iz tog razloga jugoistocna evropa i dalje predstavlja najosjetljivije podrucje danasnje evrope,306,43,132,False,7,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
82,,". proces povratka izbjeglih i raseljenih lica iz bosne i hercegovine i susjednih zemalja je također svojevrsni izazov, cije se potpuno rjesavanje sporo odvija. zbog toga su neki lokaliteti u bosni i hercegovini, ali i u drugim zemljama jugoistocne evrope koje su bile zahvacene ratnim djelovan",293,46,130,False,7,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,0
83,,"##jima, vrlo nestabilni, jer na njima jos nije doslo do normalizacije zivota. demokratske promjene i opci progres u zemljama naseg regiona povecavaju nivo stabilnosti i doprinose razumijevanju i suzavanju prostora za eskalaciju sigurnosnih - - - - - izazova. tome znacajno doprinosi politicko, humanitarno, vojno i policijsko prisustv",334,48,133,False,7,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
84,,"##o međunarodne zajednice u ovom regionu. u proteklim godinama ostvaren je znacajan napredak i vidno poboljsanje sigurnosnog okruzenja na balkanu. sve drzave regiona imaju demokratski izabrane organe vlasti i jasno su opredijeljene za evropske i evroatlantske integracijske procese, aktivno ucestvuju u radu razlicitih regional",327,44,132,False,7,bosnia_2006_SecurityPolicy.md,2025-01-21 13:15:43,2
