chunk_id,header,text,char_length,word_count,token_count,has_header,section_index,source_file,processed_date,section_depth
11,"# # # # agradecimientos el consejo de seguridad nacional agradece a los representantes de la academia y la sociedad civil que fueron convocados a participar en las mesas de analisis durante el proceso de formulacion del programa para la seguridad nacional 2014 - 2018. particularmente, destaca el papel desempenado por las siguientes instituciones durante dicho ejercicio de formulacion : * * colegio de la defensa nacional * * * * centro de","# # # # # agradecimientos el consejo de seguridad nacional agradece a los representantes de la academia y la sociedad civil que fueron convocados a participar en las mesas de analisis durante el proceso de formulacion del programa para la seguridad nacional 2014 - 2018. particularmente, destaca el papel desempenado por las siguientes instituciones durante dicho ejercicio de formulacion : * * colegio de la defensa nacional * * * * centro de",443,74,130,True,5,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,1
12,,estudios superiores navales * * * * escuela de inteligencia para la seguridad nacional * * * * instituto matias romero de estudios diplomaticos * * - - - - - - - - - -,167,36,52,False,5,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,0
13,# # # # siglas y acronimos * * aie * * * * anr * * * * apec * * * * att * * * * cbsn * * * * cert mx * * * * cisen * * * * conabio * * * * conacyt * * * * conapo * * * * csn * * * * cti * * * * g20 * * * * isn * * * * lsn * * * * ocde * * * * oea * * * * onu * * * *,# # # # # siglas y acronimos * * aie * * * * anr * * * * apec * * * * att * * * * cbsn * * * * cert mx * * * * cisen * * * * conabio * * * * conacyt * * * * conapo * * * * csn * * * * cti * * * * g20 * * * * isn * * * * lsn * * * * ocde * * * * oea * * * * onu * * * *,268,101,130,True,6,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,1
14,,peciti * * * * pf * * * * pgr * * * * sedena * * * * segob * * * * semar * * * * shcp * * * * sica * * * * sin * * * * sre * * * * ssn * * * * tpp * * * * ue * * * * unesco * * agencia internacional de energia agenda nacional de riesgos foro de cooperacion asia – pacifico tratado sobre el comercio de armas comision bicamaral de seguridad nacional,348,93,130,False,6,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,0
15,,"centro nacional de respuesta a incidentes ciberneticos de mexico centro de investigacion y seguridad nacional comision nacional para el conocimiento y uso de la biodiversidad consejo nacional de ciencia y tecnologia consejo nacional de poblacion consejo de seguridad nacional ciencia, tecnologia e innovacion grupo de los 20 instancias de seguridad nacional ley de seguridad nacional organizacion para la cooperacion y el desarrollo economicos organizacion de estados american",476,67,130,False,6,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,0
16,,"##os organizacion de las naciones unidas programa especial de ciencia, tecnologia e innovacion policia federal procuraduria general de la republica secretaria de la defensa nacional secretaria de gobernacion secretaria de marina - armada de mexico secretaria de hacienda y credito publico sistema de la integracion centroamericana sistema nacional de inteligencia secretaria de relaciones exteriores sistema de seguridad nacional acuerdo estrategico transpacifico de asociacion",477,63,132,False,6,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,2
17,,"economica union europea organizacion de las naciones unidas para la educacion, la ciencia y la cultura - - - - -",112,21,36,False,6,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,0
18,# contenido,# # contenido,13,3,7,True,7,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,1
19,# # # # # programa para la seguridad nacional 2014 - 2018 una politica multidimensional para mexico en el siglo xxi presentacion por parte del ejecutivo federal resumen ejecutivo i. una politica multidimensional para la seguridad nacional de mexico 1. vision del ejecutivo federal 2. marco juridico y conceptual 3. modelo de seguridad nacional ii. el entorno estrategico de mexico en el siglo xxi 4. posicion de mexico en el mundo 5. segur,# # # # # # programa para la seguridad nacional 2014 - 2018 una politica multidimensional para mexico en el siglo xxi presentacion por parte del ejecutivo federal resumen ejecutivo i. una politica multidimensional para la seguridad nacional de mexico 1. vision del ejecutivo federal 2. marco juridico y conceptual 3. modelo de seguridad nacional ii. el entorno estrategico de mexico en el siglo xxi 4. posicion de mexico en el mundo 5. segur,441,75,130,True,8,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,1
20,,##idad interior y defensa 6. riesgos y amenazas - - - - -,57,13,26,False,8,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,2
21,"# # # # # iii. objetivos estrategicos 7. objetivos, estrategias y lineas de accion iv. una agenda para el futuro : los retos del estado mexicano en materia de seguridad nacional 8. retos v. anexos a. indicadores b. glosario - - - - - - - - - - - - - - - - - - - -","# # # # # # iii. objetivos estrategicos 7. objetivos, estrategias y lineas de accion iv. una agenda para el futuro : los retos del estado mexicano en materia de seguridad nacional 8. retos v. anexos a. indicadores b. glosario - - - - - - - - - - - - - - - - - - - -",265,61,101,True,9,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,1
22,"# # # # mensaje del presidente de la republica exico enfrenta desafios que demandan que el estado actue con fortaleza, determinacion y en absoluto apego a la ley. este es el caso, por ejemplo, de grupos vinculados a la delincuencia organizada, pero tambien de otros","# # # # # mensaje del presidente de la republica exico enfrenta desafios que demandan que el estado actue con fortaleza, determinacion y en absoluto apego a la ley. este es el caso, por ejemplo, de grupos vinculados a la delincuencia organizada, pero tambien de otros",267,47,90,True,10,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,1
23,"m factores de riesgo que pueden amenazar objetivos e intereses nacionales, tales como los impactos del cambio climatico, la ciberseguridad o la provision de insumos estrategicos para nuestra economia. para hacerles frente, el programa para la seguridad nacional 2014 – 2018 contempla un enfoque multidimensional y define una politica de seguridad nacional integral, que incluye todos los elementos pertinentes. como parte de esta politica, se","# m factores de riesgo que pueden amenazar objetivos e intereses nacionales, tales como los impactos del cambio climatico, la ciberseguridad o la provision de insumos estrategicos para nuestra economia. para hacerles frente, el programa para la seguridad nacional 2014 – 2018 contempla un enfoque multidimensional y define una politica de seguridad nacional integral, que incluye todos los elementos pertinentes. como parte de esta politica, se",444,66,130,True,11,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,1
24,,"promueve la participacion corresponsable de autoridades, integrantes de la sociedad civil, la academia y la comunidad cientifica. asimismo, preve la consecucion de los intereses y objetivos nacionales, bajo las premisas del bienestar social, los derechos humanos y la consolidacion de la democracia. al presentar el programa para la seguridad nacional 2014 - 2018, el gobierno de la republica cumple con la obligacion estable",425,63,130,False,11,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,0
25,,"##cida en el articulo 26 de la constitucion politica de los estados unidos mexicanos, de sujetar los programas de la administracion publica federal al plan nacional de desarrollo. nuestra meta es clara : llevar a mexico a su maximo potencial, consolidando la viabilidad de nuestro proyecto de nacion, los derechos humanos y las libertades democraticas de los ciudadanos. y por esta ruta transitamos hacia el mexico en paz que nos hem",433,71,132,False,11,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,2
26,,##os propuesto construir.,25,3,13,False,11,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,2
27,# # # # # enrique pena nieto presidente de los estados unidos mexicanos - - - - -,# # # # # # enrique pena nieto presidente de los estados unidos mexicanos - - - - -,83,20,28,True,12,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,1
28,"# # # # mensaje del secretario de gobernacion l gobierno de la republica tiene como uno de sus principales mandatos mantener la integridad, estabilidad y permanencia del estado mexicano para garantizar la gobernabilidad democratica y la plena vigencia del","# # # # # mensaje del secretario de gobernacion l gobierno de la republica tiene como uno de sus principales mandatos mantener la integridad, estabilidad y permanencia del estado mexicano para garantizar la gobernabilidad democratica y la plena vigencia del",257,41,81,True,13,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,1
29,"e estado de derecho. este altisimo proposito recae de manera especifica en las dependencias y entidades que integramos el consejo de seguridad nacional y que materializamos, a traves de esquemas de coordinacion, en proyectos, lineas de accion, metas y compromisos que se plasman en el programa para la seguridad 2014 – 2018 que hoy presentamos. la encomienda del presidente de la republica, lic. enrique","# e estado de derecho. este altisimo proposito recae de manera especifica en las dependencias y entidades que integramos el consejo de seguridad nacional y que materializamos, a traves de esquemas de coordinacion, en proyectos, lineas de accion, metas y compromisos que se plasman en el programa para la seguridad 2014 – 2018 que hoy presentamos. la encomienda del presidente de la republica, lic. enrique",405,65,130,True,14,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,1
30,,"pena nieto, fue muy clara : construir a partir del plan nacional de desarrollo 2013 - 2018, un programa para la seguridad nacional solido y consistente con el compromiso de tutelar los intereses estrategicos y los objetivos nacionales permanentes del estado mexicano. por ello, en un ejercicio inedito, se convoco a los expertos en la materia ; academicos, analistas especializados y autoridades de las instancias de seguridad",426,67,130,False,14,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,0
31,,"nacional que forman parte de la administracion publica federal, para que en distintas mesas de analisis definieran los instrumentos de politica publica que bajo la coordinacion de la secretaria tecnica del consejo de seguridad nacional se integran en este programa. el documento sienta, tambien, las bases de la colaboracion entre los tres niveles de gobierno, en donde las autoridades federales y los gobiernos locales orientan sus esfuer",439,67,130,False,14,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,0
32,,"##zos para la consecucion de los objetivos que permitiran hacer frente a los desafios en materia de seguridad interior. la coordinacion y la confianza entre quienes tenemos el enorme compromiso de proteger y servir a la ciudadania, es uno de los elementos fundamentales para alcanzar esos objetivos propuestos. la defensa de la soberania nacional y el pleno respeto al pacto federal y a los derechos humanos de nuestra poblacion,",429,69,133,False,14,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,2
33,,"son referentes indispensables que fueron considerados al definir los propositos de este instrumento de politica publica, el cual traza, de modo coordinado, la ruta para implementar las acciones prioritarias en la materia. - - - - - el programa privilegia un enfoque estrategico que considera aquellos factores que pueden vulnerar las condiciones del desarrollo nacional y la consecucion de las cinco metas nacionales id",419,64,130,False,14,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,0
34,,"##entificadas en el plan nacional de desarrollo 2013 - 2018. es por eso que tiene como punto de partida los siguientes referentes : * * • * * el entendimiento de la politica de seguridad nacional como una funcion esencial del estado mexicano y una condicion que salvaguarda los derechos de sus ciudadanos. * * • * * la conceptualizacion de la seguridad nacional en terminos multidimensionales, a fin de mantener vigente y fortale",429,74,133,False,14,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,2
35,,"##cer nuestro proyecto de nacion. * * • * * la consolidacion del sistema de seguridad nacional como eje rector de las politicas que contribuyen a preservar la integridad, estabilidad y permanencia del estado mexicano. * * • * * la identificacion, dimensionamiento y jerarquizacion de los efectos de diversos factores internos y externos que pueden constituirse en riesgos y amenazas a la segur",393,64,133,False,14,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,2
36,,"##idad nacional. * * • * * la definicion de mexico como una nacion soberana e independiente que asume sus compromisos con la comunidad internacional y los terminos de la cooperacion bilateral, regional y multilateral en funcion de sus intereses y objetivos nacionales. * * • * * la promocion de los intereses estrategicos y los objetivos nacionales por medio de una politica integral que preve el impacto de las tendencias locales y globales sobre la seguridad del est",468,79,133,False,14,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,2
37,,"##ado mexicano. * * • * * la consideracion de la politica nacional de defensa como componente central de la estrategia de seguridad y defensa del estado mexicano. * * • * * el fortalecimiento de las capacidades del estado mexicano para generar inteligencia estrategica y permitir la toma oportuna de decisiones en materia de seguridad nacional. - - - - - a partir de estos referentes se definen los objetivos estrategicos del programa, asi",439,75,133,False,14,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,2
38,,"como los mecanismos que seran desarrollados para la consolidacion del sistema de seguridad nacional en los proximos anos. el impulso de estos objetivos nos permitira preservar la seguridad nacional, pero sobre todo coadyuvar en el fortalecimiento de la gobernabilidad democratica, haciendo enfasis en la coordinacion entre las autoridades que formamos parte del sistema de seguridad nacional e impulsando una participacion co",425,61,130,False,14,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,0
39,,"##rresponsable de la sociedad civil. de este modo, el gobierno de la republica expresa su compromiso con la sociedad mexicana para avanzar decididamente en la generacion de condiciones que permitiran construir el mexico en paz al que todos aspiramos. * * miguel angel osorio chong * * secretario de gobernacion secretario ejecutivo del consejo de seguridad nacional - - - - -",375,62,117,False,14,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,2
40,"# # # # resumen ejecutivo l programa para la seguridad nacional 2014 - 2018 es el documento rector de la politica de seguridad nacional del estado mexicano. expresa las prioridades y la vision del gobierno de la republica en la materia, asi como los objetivos","# # # # # resumen ejecutivo l programa para la seguridad nacional 2014 - 2018 es el documento rector de la politica de seguridad nacional del estado mexicano. expresa las prioridades y la vision del gobierno de la republica en la materia, asi como los objetivos",261,47,77,True,15,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,1
41,"e estrategicos que la definen. bajo el liderazgo del presidente de la republica, este programa presenta los fundamentos de una politica de estado para la seguridad nacional en el siglo xxi. sustentado en el analisis de la posicion de mexico en el mundo y de sus retos internos, responde a los desafios de una nacion democratica y moderna que debera consolidar su condicion de potencia emergente en un escenario global complejo y","# e estrategicos que la definen. bajo el liderazgo del presidente de la republica, este programa presenta los fundamentos de una politica de estado para la seguridad nacional en el siglo xxi. sustentado en el analisis de la posicion de mexico en el mundo y de sus retos internos, responde a los desafios de una nacion democratica y moderna que debera consolidar su condicion de potencia emergente en un escenario global complejo y",430,73,130,True,16,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,1
42,,"definido por cambios constantes. al adoptar un enfoque multidimensional, el programa reconoce el impacto de aquellas tendencias y factores que podrian incidir negativamente sobre los intereses y objetivos nacionales de mexico y sobre las condiciones para el desarrollo social y economico de su poblacion. asimismo, presta atencion a aquellos riesgos globales derivados de la transformacion del panorama tecnologico, energetico, demogra",435,60,130,False,16,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,0
43,,"##fico y ambiental. del mismo modo, reconoce las vulnerabilidades que pueden comprometer la estabilidad y el desarrollo de la nacion. el programa resalta el desafio de garantizar la seguridad interior y reducir la violencia donde mas afecta a la poblacion. considerando el papel destacado que las fuerzas armadas han desempenado en la preservacion del orden publico y la contencion del crimen organiza",401,62,132,False,16,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,2
44,,"##do, este documento presenta opciones de politica publica para fortalecer la gobernabilidad democratica y la seguridad interior en todo el territorio nacional. lo anterior, conforme a las exigencias de la sociedad mexicana y al objetivo de alcanzar un mexico en paz, en el que la libertad, la vida, el bienestar y el patrimonio de todos los ciudadanos sean garantizados por la plena vigencia del estado de derecho. para hacer frente",433,70,132,False,16,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,2
45,,"a estos desafios, el gobierno de la republica ha definido dos grandes objetivos estrategicos : * * • * * consolidar el sistema de seguridad nacional para asegurar la atencion integral de las vulnerabilidades, los riesgos y las amenazas a la seguridad nacional. - - - - -",270,48,92,False,16,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,0
46,"# # # # # la seguridad nacional constituye una garantia de bienestar social que nos permitira consolidar el avance hacia la paz, la seguridad y el desarrollo, bajo un modelo en el que el reconocimiento de los derechos humanos se vincula con la defensa y la promocion del interes nacional de mexico. * * • * * asegurar que la politica de seguridad nacional del estado mexicano adopte una perspectiva multidimensional para favorece","# # # # # # la seguridad nacional constituye una garantia de bienestar social que nos permitira consolidar el avance hacia la paz, la seguridad y el desarrollo, bajo un modelo en el que el reconocimiento de los derechos humanos se vincula con la defensa y la promocion del interes nacional de mexico. * * • * * asegurar que la politica de seguridad nacional del estado mexicano adopte una perspectiva multidimensional para favorece",431,75,130,True,17,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,1
47,,"##r la consecucion de los objetivos e intereses nacionales. la consolidacion del sistema de seguridad nacional permitira que el titular del poder ejecutivo federal disponga de las instituciones, procesos e instrumentos para atender de modo integral la agenda de seguridad nacional del estado mexicano. para lograrlo, se desarrollara el sistema nacional de inteligencia ( sin ), el cual sustentara el proceso de deliberacion del consejo de seguridad",448,67,132,False,17,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,2
48,,"nacional ( csn ) con productos de inteligencia de caracter estrategico. con ello, las instituciones que forman parte de la comunidad de seguridad y defensa podran evaluar oportunamente los desafios presentes y futuros. una politica de estado en materia de seguridad nacional requiere que todos los componentes del poder nacional sean considerados al momento de salvaguardar los intereses del pais. el programa para la seguridad nacional considera de mod",453,69,130,False,17,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,0
49,,"##o integral el papel de las instituciones que forman parte de la comunidad de seguridad y defensa, y desarrolla los mecanismos que seran promovidos por esta administracion para garantizar su coordinacion. la primera seccion del programa, una politica multidimensional para la seguridad _ nacional de mexico, establece los fundamentos de la politica de seguridad _ nacional de esta administracion. al mismo tiempo, presenta la vision",433,65,132,False,17,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,2
50,,"del ejecutivo federal en la materia y la forma en la que este promovera el interes nacional en los proximos anos. la segunda seccion, denominada el entorno estrategico de mexico en el siglo xxi, identifica los desafios que derivan de la posicion del pais en el sistema internacional y la naturaleza de los retos de seguridad interior. al determinar la posicion geopolitica de mexico, se destaca su peso estrategico y el con",423,72,130,False,17,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,0
51,,"##junto de intereses nacionales que deben ser tutelados en un escenario internacional en constante cambio. por otra parte, se presenta un panorama de los retos para la seguridad interior y la estrategia adoptada por esta administracion para enfrentarlos. esta seccion concluye con una exposicion de los riesgos y amenazas que inciden sobre la seguridad del estado mexicano. la tercera seccion, objetivos estrategicos, presenta los contenido",440,65,132,False,17,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,2
52,,"##s programaticos que orientaran la politica de seguridad nacional durante esta administracion. asimismo, detalla el conjunto de objetivos especificos, estrategias y lineas de accion que articularan la politica sectorial durante los proximos anos. - - - - - la cuarta seccion, una agenda para el futuro : los retos del estado mexicano en materia _ de seguridad nacional, identifica una serie de tendencias globales de mediano",425,66,132,False,17,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,2
53,,"y largo _ plazos que pueden incidir sobre la estabilidad del estado mexicano. fenomenos que pueden tener un impacto real sobre la seguridad de nuestra nacion y la gobernabilidad del sistema internacional, tales como el cambio climatico, el desarrollo de tecnologias emergentes o la manifestacion de nuevas tendencias demograficas, sociales y ambientales que deben considerarse como parte de los posibles desafios que mexico enfrentara",434,64,130,False,17,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,0
54,,"en las proximas decadas. al presentar el programa para la seguridad nacional 2014 - 2018, el gobierno de la republica ha asumido con claridad el reto de concebir una politica de estado para la seguridad nacional de mexico en el siglo xxi. de este modo, se adopta una aproximacion estrategica, multidimensional y dinamica con el proposito de anticiparse a los hechos y fijar las bases de una accion coordinada frente a",417,71,130,False,17,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,0
55,,"aquellos riesgos y amenazas que pueden comprometer el desarrollo de la nacion. con el firme objetivo de garantizar la viabilidad de nuestro proyecto de nacion y llevar a mexico a su maximo potencial, este programa salvaguarda los derechos humanos y las libertades democraticas de sus ciudadanos.",295,46,98,False,17,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,0
56,"# # # # # la aspiracion mas elevada de la nacion es la consecucion de un pais prospero, estable y en paz. un pais en el que existan las condiciones para que todos los mexicanos puedan tener una vida libre de miedos y necesidades, en donde cada quien pueda escribir su propia historia de exito y se encuentre en condiciones de aportar lo mejor de si al desarrollo nacional. - - -","# # # # # # la aspiracion mas elevada de la nacion es la consecucion de un pais prospero, estable y en paz. un pais en el que existan las condiciones para que todos los mexicanos puedan tener una vida libre de miedos y necesidades, en donde cada quien pueda escribir su propia historia de exito y se encuentre en condiciones de aportar lo mejor de si al desarrollo nacional. - - -",380,74,130,True,18,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,1
57,,- - - - - - - - - - - -,23,12,14,False,18,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,0
58,# # i. una politica multidimensional para la seguridad nacional de mexico - - - - -,# # # i. una politica multidimensional para la seguridad nacional de mexico - - - - -,85,18,28,True,19,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,1
59,# # # # 1. vision del ejecutivo federal lcanzar un mexico en paz es una de las grandes aspiraciones compartidas por todos los mexicanos. el plan nacional de desarrollo 2013 - 2018 ha hecho de esta la primera de las cinco grandes metas nacionales del gobierno de la republica.,# # # # # 1. vision del ejecutivo federal lcanzar un mexico en paz es una de las grandes aspiraciones compartidas por todos los mexicanos. el plan nacional de desarrollo 2013 - 2018 ha hecho de esta la primera de las cinco grandes metas nacionales del gobierno de la republica.,277,51,83,True,20,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,1
60,"a en el ambito de la seguridad nacional, esta aspiracion se traduce en la atencion de los multiples retos que el pais enfrenta en el siglo xxi. una politica integral de seguridad nacional debe atender todos los factores que pueden vulnerar la seguridad del estado y nuestro proyecto de nacion. bajo esta perspectiva, el ejecutivo federal ha adoptado una vision que privilegia un enfoque multidim","# a en el ambito de la seguridad nacional, esta aspiracion se traduce en la atencion de los multiples retos que el pais enfrenta en el siglo xxi. una politica integral de seguridad nacional debe atender todos los factores que pueden vulnerar la seguridad del estado y nuestro proyecto de nacion. bajo esta perspectiva, el ejecutivo federal ha adoptado una vision que privilegia un enfoque multidim",397,66,130,True,21,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,1
61,,"##ensional que trasciende las aproximaciones tradicionales a la seguridad nacional. al desarrollar una agenda amplia, esta vision considera una serie de fenomenos y problematicas sociales, economicas, ambientales, tecnologicas y de salud, en funcion de su impacto sobre los intereses nacionales, las condiciones que permiten el desarrollo del pais, y el disfrute de los derechos de sus ciudadanos. “ al ampliar el concepto de segur",431,64,133,False,21,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,2
62,,"##idad nacional en el diseno de las politicas publicas de nuestro pais, se podran atender problematicas de naturaleza diversa a las estrictamente relacionadas con actos violentos que vulneran los derechos fundamentales de la poblacion mexicana. ademas de cumplir con la obligacion del gobierno de la republica de restablecer la tranquilidad y seguridad de los ciudadanos, a traves del combate a toda manifestacion de violencia y delincuencia de alto impact",456,69,133,False,21,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,2
63,,"##o, se debe transitar hacia un modelo de seguridad nacional mas amplio y de justicia e inclusion social, de combate a la pobreza, de educacion con calidad, de prevencion y atencion de enfermedades, de equilibrio ecologico y proteccion al ambiente, de promocion del desarrollo economico, social y cultural, asi como de seguridad en las tecnologias de la informacion y la comunicacion. de este modo, la seguridad nacional adquiere",429,68,132,False,21,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,2
64,,"un caracter multidimensional que la hace vigente y fortalece el proyecto nacional ”. [ 1 ] conforme a la vision del ejecutivo federal, la politica de seguridad nacional es multidimensional en la medida en que presta atencion integral a las vulnerabilidades, los riesgos y las amenazas que impactan directamente sobre el desarrollo del estado mexicano y la calidad de vida de su poblacion, estableciendo un vinculo entre la se",425,69,130,False,21,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,0
65,,"##guridad, la defensa y el desarrollo en tres vertientes : humana, politico - militar y economico - ambiental. | “ al ampliar el concepto de seguridad nacional en el diseno de las politicas publicas d nuestro pais, se podran atender problematicas de naturaleza diversa a las estrictament relacionadas con actos violentos que vulneran los derechos fundamentales de l poblacion mexicana. ademas de cumplir con la obligacion del",425,67,133,False,21,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,2
66,,"gobierno de la republic de restablecer la tranquilidad y seguridad de los ciudadanos, a traves del combat a toda manifestacion de violencia y delincuencia de alto impacto, se debe transita hacia un modelo de seguridad nacional mas amplio y de justicia e inclusion socia de combate a la pobreza, de educacion con calidad, de prevencion y atencion d enfermedades, de equilibrio ecologico y proteccion al ambiente, de promocion de desarroll",437,70,130,False,21,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,0
67,,"##o economico, social y cultural, asi como de seguridad en las tecnologias d la informacion y la comunicacion. de este modo, la seguridad nacional adquiere u caracter multidimensional que la hace vigente y fortalece el proyecto nacional ”. 1 | e e a a e r l, e l e n | | - - - | - - - | - - - - - al mismo tiempo, es estrategica por trascender el limite temporal de una politica de",381,80,132,False,21,mexico_2014_SecurityProgram.md,2025-01-21 13:17:47,2
