chunk_id,header,text,char_length,word_count,token_count,has_header,section_index,source_file,processed_date,section_depth
11,,"##cion nacional : mgl. ( r ) javier salazar torres ; ministerio de relaciones exteriores : javier illanes fernandez, alberto van klaveren stork, hector reppetto vera, carlos appelgren balbontin, cristian maquieira astaburuaga, fernando silva sotomayor ; ministerio secretaria general de la presidencia : patricio zapata larrain ; ministerio de planificacion nacional : juan cavada artiguez ; centro de estudios e investigaciones militares : tte. crl.",450,65,133,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,2
12,,"rodolfo ortega prado ; academia de guerra naval : cn raimundo varas gutierrez ; academia politecnica naval : cn gerardo covacevich castex ; direccion de programas, investigacion y desarrollo de la armada : cf jose maldifassi polhamer ; centro de estudios estrategicos de la armada de chile : clmte. ( jt ) jaime harris fernandez ; asmar : cn werner wachtendorff lautornerie ; fuerza aerea de chile : crl. ( a ) ignacio concha besa, crl",435,76,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
13,,". ( a ) patricio gaete yanten, crl ( a ) ( r ) carlos echeverria bermont ; centro de estudios del desarrollo : sergio micco aguayo ; corporacion tiempo 2000 : raul sohr biss ; fundacion jaime guzman : gonzalo cordero mendoza ; facultad de economia de la universidad de chile : luis riveros cornejo ; - - - - - universidad maritima de chile : vlmte. juan carlos toledo de la maza ; director de la revista de marina : cn (",420,84,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
14,,"im ) ( r ) fernando thauby garcia. * * autores de ponencias : * * ivan auger labarca, mario barros van buren, ministro secretario general de gobierno jose joaquin brunner ried, enrique correa rios, gral. ( r ) manuel concha martinez, hernan cubillos sallato, pedro daza valenzuela, roberto duran sepulveda, crl. ( a ) ( r ) carlos echeverria bermont, cn ( r ) luis escobar doxrud, vlmte.",387,69,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
15,,"( r ) alfredo gallegos villalobos, guillermo holzmann perez, ramon huidobro dominguez, ministro de relaciones exteriores jose miguel insulza salinas, ricardo israel zipper, sergio micco aguayo, embajador heraldo munoz valenzuela, francisco orrego vicuna, gral. ( r ) leopoldo porras zuniga, eduardo saffirio suarez, joaquin urzua rique, mgl. ( r ) enrique valdes puga, bgl. ( r ) ernesto videla cifuentes, ejercit",413,61,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
16,,"##o de chile, armada de chile, fuerza aerea de chile, centro de estudios e investigaciones militares, corporacion de estudios estrategicos, instituto de economia de la universidad de chile. * * coordinadores de talleres : * * clmte. jose marchant ortega, gral. ( a ) jorge coddou braga, cn guillermo baltra aedo, crl. patricio cartoni viale, hugo espinoza grimalt, maria teresa infante caffi, emilio meneses ciuffardi,",418,65,132,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,2
17,,"francisco rojas aravena, eduardo saffirio suarez, eduardo santos munoz, brig. paulo de la torre cavallo. crl. ( da ) eduardo villalobos chaparro. * * comision de redaccion : * * clmte. miguel vergara villalobos, gonzalo garcia pino, rodrigo atria benapres, eugenio cruz pinochet, tte. crl. ( r ) mario polloni contardo. * * capitulos institucionales : * * ejercito de chile, armada de chile, fuer",396,65,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
18,,##za aerea de chile. - - - - - * * indice * * [ colaboradores ] ( http : / / www. resdal. org / archivo / defc - colab. htm ) 2 [ exordio de s. e. el presidente de la republica ] ( http : / / www. resdal. org / archivo / defc - exordio. htm ) 10 [ prologo del ministro de defensa nacional ] ( http : / / www. resdal. org / archivo / defc - prologo. h,350,85,132,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,2
19,,##tm ) 12 [ introduccion ] ( http : / / www. resdal. org / archivo / defc - introd. htm ) 17 * * [ parte i : fundamentos de la defensa ] ( http : / / www. resdal. org / archivo / defc - pi. htm ) * * 20 [ capitulo i : principios y objetivos del estado de chile ] ( http : / / www. resdal. org / archivo / defc - pi. htm # ci ) 21 [ 1. princ,340,87,133,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,2
20,,##ipios basicos del estado ] ( http : / / www. resdal. org / archivo / defc - pi. htm # cia1 ) 21 [ 2. objetivos nacionales ] ( http : / / www. resdal. org / archivo / defc - pi. htm # cia2 ) 22 [ 3. objetivos de la defensa nacional ] ( http : / / www. resdal. org / archivo / defc - pi. htm # cia3 ) 23 [ capitulo ii : el conflicto internacional ] ( http : /,359,87,132,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,2
21,,/ www. resdal. org / archivo / defc - pi. htm # cii ) 25 [ 1. naturaleza del conflicto ] ( http : / / www. resdal. org / archivo / defc - pi. htm # ciia1 ) 25 [ 2. origen del conflicto ] ( http : / / www. resdal. org / archivo / defc - pi. htm # ciia2 ) 26 [ 3. tipos de conflicto ] ( http : / / www. resdal. org / archivo / defc - pi. htm,339,86,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
22,ciia3 ) 29 [ 4. hipotesis de conflicto ] ( http : / / www. resdal. org / archivo / defc - pi. htm # ciia4 ) 32 * * [ parte ii : entornos que inciden en la defensa ] ( http : / / www. resdal. org / archivo / defc - pii. htm ) * * 34 [ capitulo i : entorno mundial ] ( http : / / www. resdal. org / archivo / defc - pii. htm #,# ciia3 ) 29 [ 4. hipotesis de conflicto ] ( http : / / www. resdal. org / archivo / defc - pi. htm # ciia4 ) 32 * * [ parte ii : entornos que inciden en la defensa ] ( http : / / www. resdal. org / archivo / defc - pii. htm ) * * 34 [ capitulo i : entorno mundial ] ( http : / / www. resdal. org / archivo / defc - pii. htm #,326,84,130,True,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,1
23,,ci ) 35 [ 1. cambios despues de 1989 ] ( http : / / www. resdal. org / archivo / defc - pii. htm # cia1 ) 35 [ 2. continuidad : la vigencia del estado - nacion ] ( http : / / www. resdal. org / archivo / defc - pii. htm # cia2 ) 36 [ 3. sistema mundial y estado : las naciones unidas y chile 36 ] ( http : / / www. resdal. org / archivo,336,83,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
24,,/ defc - pii. htm # cia3 ) [ capitulo ii : entorno continental ] ( http : / / www. resdal. org / archivo / defc - pii. htm # cii ) 46 [ 1. cambios generales en el continente ] ( http : / / www. resdal. org / archivo / defc - pii. htm # ciia1 ) 46 [ 2. continuidad : los rasgos especificos ] ( http : / / www. resdal. org / archivo / defc,337,81,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
25,,- pii. htm # ciia2 ) 46 [ 3. la estabilidad continental ] ( http : / / www. resdal. org / archivo / defc - pii. htm # ciia3 ) 47 [ capitulo iii : entorno vecinal ] ( http : / / www. resdal. org / archivo / defc - pii. htm # ciii ) 62 [ 1. continuidad : historia y geografia ] ( http : / / www. resdal. org / archivo / defc - pii. h,331,81,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
26,,##tm # ciiia1 ) 62 [ 2. cambios : la integracion ] ( http : / / www. resdal. org / archivo / defc - pii. htm # ciiia2 ) 65 [ 3. defensa e integracion ] ( http : / / www. resdal. org / archivo / defc - pii. htm # ciiia3 ) 67 [ 4. conclusiones ] ( http : / / www. resdal. org / archivo / defc - pii. htm # ciiia4 ) 68,315,79,133,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,2
27,,"* * [ parte iii : la defensa nacional ] ( http : / / www. resdal. org / archivo / defc - piii. htm ) * * 70 [ capitulo i : seguridad, defensa y desarrollo ] ( http : / / www. resdal. org / archivo / defc - piii. htm # ci ) 71 [ 1. seguridad nacional ] ( http : / / www. resdal. org / archivo / defc - piii. htm # cia1 ) 71 [ 2. defensa",335,84,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
28,,nacional ] ( http : / / www. resdal. org / archivo / defc - piii. htm # cia2 ) 73 - - - - - [ 3. desarrollo nacional ] ( http : / / www. resdal. org / archivo / defc - piii. htm # cia3 ) 75 [ 4. defensa y desarrollo ] ( http : / / www. resdal. org / archivo / defc - piii. htm # cia4 ) 78 [ capitulo ii : funcion de defensa ] ( http :,334,86,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
29,,/ / www. resdal. org / archivo / defc - piii. htm # cii ) 80 [ 1. concepto ] ( http : / / www. resdal. org / archivo / defc - piii. htm # ciia1 ) 80 [ 2. caracteristicas ] ( http : / / www. resdal. org / archivo / defc - piii. htm # ciia2 ) 81 [ capitulo iii : politica de defensa ] ( http : / / www. resdal. org / archivo / defc,329,82,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
30,,- piii. htm # ciii ) 84 [ 1. concepto ] ( http : / / www. resdal. org / archivo / defc - piii. htm # ciiia1 ) 84 [ 2. caracteristicas ] ( http : / / www. resdal. org / archivo / defc - piii. htm # ciiia2 ) 84 [ 3. fundamento ] ( http : / / www. resdal. org / archivo / defc - piii. htm # ciiia3 ) 85 [ 4. marco de referencia,324,81,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
31,,] ( http : / / www. resdal. org / archivo / defc - piii. htm # ciiia4 ) 86 [ 5. disuasion ] ( http : / / www. resdal. org / archivo / defc - piii. htm # ciiia5 ) 87 [ 6. operaciones de mantenimiento de la paz ] ( http : / / www. resdal. org / archivo / defc - piii. htm # ciiia6 ) 88 [ 7. actividades anti - narcotrafi,318,77,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
32,,##co ] ( http : / / www. resdal. org / archivo / defc - piii. htm # ciiia7 ) 88 [ capitulo iv : estructura superior de la defensa ] ( http : / / www. resdal. org / archivo / defc - piii. htm # civ ) 90 [ 1. presidente de la republica ] ( http : / / www. resdal. org / archivo / defc - piii. htm # civa1 ) 90 [ 2. congreso nacional ] ( http : /,343,85,132,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,2
33,,/ www. resdal. org / archivo / defc - piii. htm # civa2 ) 91 [ 3. consejo de seguridad nacional ] ( http : / / www. resdal. org / archivo / defc - piii. htm # civa3 ) 92 [ 4. consejo superior de seguridad nacional ] ( http : / / www. resdal. org / archivo / defc - piii. htm # civa4 ) 93 [ 5. campos de accion ] ( http : / / www. resdal. org /,343,83,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
34,,archivo / defc - piii. htm # civa5 ) 93 [ 6. ministerio de defensa nacional ] ( http : / / www. resdal. org / archivo / defc - piii. htm # civa6 ) 95 capitulo v : la movilizacion nacional 100 1. concepto y caracteristicas generales 100 2. servicio militar 101 * * [ parte iv : el escenario geografico de la defensa ] ( http : / / www. resdal. org / archivo / defc,363,78,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
35,,"- piv. htm ) * * 106 [ capitulo i : chile, una geografia dificil ] ( http : / / www. resdal. org / archivo / defc - piv. htm # ci ) 107 [ 1. espacios nacionales ] ( http : / / www. resdal. org / archivo / defc - piv. htm # cia1 ) 107 [ 2. espacio terrestre continental ] ( http : / / www. resdal. org / archivo / defc - piv. htm # cia2",335,82,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
36,,) 109 [ 3. territorio antartico ] ( http : / / www. resdal. org / archivo / defc - piv. htm # cia3 ) 111 [ 4. espacio maritimo ] ( http : / / www. resdal. org / archivo / defc - piv. htm # cia4 ) 112 [ 5. espacio aereo ] ( http : / / www. resdal. org / archivo / defc - piv. htm # cia5 ) 116 [ capitulo ii : territorio y defens,327,81,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
37,,##a ] ( http : / / www. resdal. org / archivo / defc - piv. htm # cii ) 118 [ 1. el territorio nacional ] ( http : / / www. resdal. org / archivo / defc - piv. htm # ciia1 ) 118 [ 2. perspectiva geoestrategica ] ( http : / / www. resdal. org / archivo / defc - piv. htm # ciia2 ) 120 [ 3. perspectiva oceanoestrategica ] ( http : /,331,79,132,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,2
38,,/ www. resdal. org / archivo / defc - piv. htm # ciia3 ) 121 [ 4. perspectiva aeroestrategica ] ( http : / / www. resdal. org / archivo / defc - piv. htm # ciia4 ) 123 [ 5. algunas conclusiones ] ( http : / / www. resdal. org / archivo / defc - piv. htm # ciia5 ) 125 - - - - - [ capitulo iii : desafios geograficos ] ( http : /,328,79,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
39,,/ www. resdal. org / archivo / defc - piv. htm # ciii ) 127 [ 1. fronteras interiores criticas ] ( http : / / www. resdal. org / archivo / defc - piv. htm # ciiia1 ) 127 [ 2. oceano pacifico ] ( http : / / www. resdal. org / archivo / defc - piv. htm # ciiia2 ) 128 [ 3. isla de pascua ] ( http : / / www. resdal. org / archivo / defc -,336,83,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
40,,piv. htm # ciiia3 ) 129 [ 4. antartica ] ( http : / / www. resdal. org / archivo / defc - piv. htm # ciiia4 ) 130 [ 5. espacio exterior ] ( http : / / www. resdal. org / archivo / defc - piv. htm # ciiia5 ) 132 * * [ parte v : las fuerzas armadas ] ( http : / / www. resdal. org / archivo / defc - pv. htm ) * * 134,315,82,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
41,,[ capitulo i : fuerzas armadas ] ( http : / / www. resdal. org / archivo / defc - pv. htm # ci ) 135 [ 1. la profesion militar ] ( http : / / www. resdal. org / archivo / defc - pv. htm # cia1 ) 135 [ 2. funciones ] ( http : / / www. resdal. org / archivo / defc - pv. htm # cia2 ) 135 [ 3. actividades comunes y conjuntas ] ( http :,333,84,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
42,,/ / www. resdal. org / archivo / defc - pv. htm # cia3 ) 136 [ 4. medios ] ( http : / / www. resdal. org / archivo / defc - pv. htm # cia4 ) 138 [ capitulo ii : ejercito de chile ] ( http : / / www. resdal. org / archivo / defc - pv. htm # cii ) 141 [ 1. resena historica ] ( http : / / www. resdal. org / archivo / defc - pv. htm #,332,87,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
43,,ciia1 ) 141 [ 2. mision ] ( http : / / www. resdal. org / archivo / defc - pv. htm # ciia2 ) 142 [ 3. organica ] ( http : / / www. resdal. org / archivo / defc - pv. htm # ciia3 ) 143 [ 4. proceso formativo ] ( http : / / www. resdal. org / archivo / defc - pv. htm # ciia4 ) 146 [ 5. capacidades y medios ] ( http : / / www.,325,85,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
44,,resdal. org / archivo / defc - pv. htm # ciia5 ) 149 [ 6. contribucion al desarrollo ] ( http : / / www. resdal. org / archivo / defc - pv. htm # ciia6 ) 150 [ capitulo iii : armada de chile ] ( http : / / www. resdal. org / archivo / defc - pv. htm # ciii ) 153 [ 1. resena historica ] ( http : / / www. resdal. org / archivo / defc - pv. h,341,85,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
45,,##tm # ciiia1 ) 153 [ 2. mision ] ( http : / / www. resdal. org / archivo / defc - pv. htm # ciiia2 ) 154 [ 3. organica ] ( http : / / www. resdal. org / archivo / defc - pv. htm # ciiia3 ) 155 [ 4. proceso formativo ] ( http : / / www. resdal. org / archivo / defc - pv. htm # ciiia4 ) 160 [ 5. capacidades y medios ] ( http,325,83,133,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,2
46,,: / / www. resdal. org / archivo / defc - pv. htm # ciiia5 ) 161 [ 6. contribucion al desarrollo ] ( http : / / www. resdal. org / archivo / defc - pv. htm # ciiia6 ) 167 [ capitulo iv : fuerza aerea de chile ] ( http : / / www. resdal. org / archivo / defc - pv. htm # civ ) 169 [ 1. resena historica ] ( http : / / www. resdal.,329,82,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
47,,org / archivo / defc - pv. htm # civa1 ) 169 [ 2. mision ] ( http : / / www. resdal. org / archivo / defc - pv. htm # civa2 ) 171 [ 3. organica ] ( http : / / www. resdal. org / archivo / defc - pv. htm # civa3 ) 173 [ 4. proceso formativo ] ( http : / / www. resdal. org / archivo / defc - pv. htm # civa4 ) 177 [ 5. capac,323,85,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
48,,##idades y medios ] ( http : / / www. resdal. org / archivo / defc - pv. htm # civa5 ) 179 [ 6. contribucion al desarrollo ] ( http : / / www. resdal. org / archivo / defc - pv. htm # civa6 ) 181 * * [ parte vi : recursos economicos para la defensa ] ( http : / / www. resdal. org / archivo / defc - pvi. htm ) * * 183 [ capitulo i : aprox,339,84,132,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,2
49,,##imacion economica a la defensa ] ( http : / / www. resdal. org / archivo / defc - pvi. htm # ci ) 184 [ 1. los conceptos en discusion ] ( http : / / www. resdal. org / archivo / defc - pvi. htm # cia1 ) 184 [ 2. la defensa como un bien economico ] ( http : / / www. resdal. org / archivo / defc - pvi. htm # cia2 ) 185 - - - - - [ 3. la defensa,346,88,132,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,2
50,,como inversion ] ( http : / / www. resdal. org / archivo / defc - pvi. htm # cia3 ) 186 [ capitulo ii : incidencia del desarrollo de la defensa 189 ] ( http : / / www. resdal. org / archivo / defc - pvi. htm # cii ) [ capitulo iii : el gasto en defensa ] ( http : / / www. resdal. org / archivo / defc - pvi. htm # ciii ) 194 [ 1. conceptos basicos,348,84,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
51,,] ( http : / / www. resdal. org / archivo / defc - pvi. htm # ciiia1 ) 194 [ 2. metodologia del gasto en defensa ] ( http : / / www. resdal. org / archivo / defc - pvi. htm # ciiia2 ) 195 [ 3. analisis de los gastos ] ( http : / / www. resdal. org / archivo / defc - pvi. htm # ciiia3 ) 196 [ capitulo iv : ingresos de la def,325,81,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
52,,##ensa ] ( http : / / www. resdal. org / archivo / defc - pvi. htm # civ ) 204 [ capitulo v : el proceso presupuestario ] ( http : / / www. resdal. org / archivo / defc - pvi. htm # cv ) 210 [ glosario ] ( http : / / www. resdal. org / archivo / defc - glosario. htm ) 212 - - - - - * * _ exordio _ * * _ la politica de defensa,327,85,132,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,2
53,,"es un tarea nacional, esto es, una politica de _ _ estado, suprapartidista, coherente, consensual y gestada en el seno de _ _ las instituciones democraticas. asi lo afirme el 21 de mayo de 1994, _ _ cuando asumimos tambien el compromiso de publicar el libro de la _ _ defensa nacional, que expusiera a toda la ciudadania los objetivos y los _ _ instrumentos de la politica de defensa",383,70,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
54,,". _ _ estamos cumpliendo con ese compromiso. la defensa de la soberania es _ _ una responsabilidad de todos los chilenos, no solo de las instituciones _ _ dedicadas a ese fin especifico, mas aun en una democracia moderna que _ _ busca la integracion de todos en torno a las grandes tareas nacionales. _ _ ampliar la participacion ciudadana es un tema contemporaneo y decisi",373,67,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
55,,"##vo _ _ para profundizar y consolidar la democracia, y por ello es significativo _ _ que lo estemos haciendo en un area tan sensible como la defensa _ _ nacional. _ _ esta publicacion busca acrecentar la conciencia de todos los ciudadanos _ _ respecto de la importancia de su aporte y participacion en un factor _ _ relevante para nuestro futuro como la nacion. cada chileno tiene tanto _ _ el derecho como el de",413,77,132,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,2
56,,"##ber de conocer las orientaciones y los contenidos _ _ de la politica de defensa. para cumplir con este mandato de la _ _ democracia, damos a conocer este libro, que aborda los principales _ _ temas en esta materia. _ _ se trata de una primera aproximacion abierta al debate y a la _ _ participacion ciudadana. cada vez mas, las politicas publicas necesitan _ _ del debate en torno a su formulacion,",400,74,133,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,2
57,,"rediseno o explicitacion. el libro _ _ de la defensa abre precisamente ese espacio de discusion que coincide _ _ plenamente con la voluntad del gobierno de hacer transparente y _ _ explicita la politica de defensa del estado de chile. _ _ nuestra politica de defensa es eminentemente disuasiva, y se desarrolla _ _ en el marco de la promocion de la paz, la seguridad y la cooperacion en _ _ nuestra region. en este",414,76,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
58,,"contexto todos conocemos la enorme dinamica y _ _ ritmo que han adquirido los cambios en el mundo contemporaneo, asi _ _ como la fuerza impensada que ha adquirido el proceso de integracion _ _ regional y, en terminos mas generales, la profundidad y velocidad de la _ _ globalizacion economica y cultural. todo ello plantea, ciertamente, _ _ nuevos desafios en terminos de la formulacion",386,66,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
59,,"de una politica de _ _ defensa. _ - - - - - _ invito a todos los lectores de este libro a abordar su lectura con _ _ responsabilidad ciudadana y sin prejuicios, para aportar cada uno lo _ _ suyo a una obligacion de todos. _ eduardo frei ruiz - tagle presidente de la republica de chile - - - - - * * _ prologo _ * * _ el presente documento ese el primer libro de la defensa nacional",382,83,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
60,,"_ _ publicado por la republica de chile en toda su historia. su proposito es _ _ multiple : primero, avanzar en el desarrollo de la conciencia ciudadana _ _ respecto del valor de la defensa como tarea de todos ; segundo, mostrar _ _ con absoluta transparencia a la comunidad mundial algunos de los _ _ fundamentos centrales que orientan la conducta del estado de chile en _ _ materia de seguridad exterior, y tercero, hacer manifies",432,78,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
61,,"##tas algunas _ _ cuestiones centrales de la politica de defensa de chile. _ _ como su nombre lo indica, se trata, eminente y prioritariamente, de un _ _ libro de la defensa. en consecuencia, no podria soslayar ni dejar de _ _ abordar aspectos tan fundamentales a la defensa como los conflictos, _ _ las amenazas, sus probabilidades y sus desafios. este es el eje que hace _ _ crei",381,71,133,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,2
62,,"##ble la defensa de un pais y que nos fuerza a ser coherentes con _ _ nuestras politicas y con la divulgacion de las mismas. _ _ de acuerdo con el proposito de transparencia que chile manifiesta hacia _ _ la comunidad de naciones y su propia ciudadania, nuestro gobierno se _ _ hace un deber en subrayar que, en el actual contexto de paz y _ _ cooperacion que anima al continente americano y, particularmente, al _ _",416,79,133,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,2
63,,"cono sur, estima como muy baja la probabilidad de que escenarios _ _ supuestos de riesgo cristalicen, aunque eventualmente pudieran _ _ manifestarse en alguna forma de crisis si es que los indicadores de _ _ prevencion y control de los conflictos no son atendidos oportunamente. _ _ el documento que ahora presentamos al publico es un reflejo de las _ _ caracteristicas de nuestra defensa al ano 1997, au",404,70,130,False,1,chile_1997_NationalDefenseBook.md,2025-01-21 13:18:13,0
